2022-05-01T01:06:52.886Z	0
2022-05-01T03:19:57.363Z	0
2022-05-01T04:11:22.392Z	0
2022-05-01T04:52:19.716Z	0
2022-05-01T05:16:48.888Z	0
2022-05-01T05:39:55.662Z	0
2022-05-01T05:48:14.220Z	0
2022-05-01T06:13:34.735Z	0
2022-05-01T06:38:17.014Z	0
2022-05-01T06:54:24.323Z	0
2022-05-01T07:12:48.302Z	41
2022-05-01T07:28:10.510Z	67
2022-05-01T07:38:15.274Z	82
2022-05-01T07:48:13.353Z	90
2022-05-01T08:13:40.080Z	113
2022-05-01T08:35:19.274Z	99
2022-05-01T08:51:04.046Z	101
2022-05-01T09:10:48.499Z	119
2022-05-01T09:29:34.929Z	127
2022-05-01T09:42:28.440Z	122
2022-05-01T09:50:08.402Z	122
2022-05-01T10:12:22.135Z	107
2022-05-01T10:33:26.991Z	71
2022-05-01T11:09:07.397Z	64
2022-05-01T11:25:53.600Z	62
2022-05-01T11:34:57.424Z	61
