2022-03-08T00:40:36.781Z	0
2022-03-08T01:57:06.641Z	0
2022-03-08T02:33:00.581Z	0
2022-03-08T02:55:50.531Z	0
2022-03-08T03:11:45.382Z	0
2022-03-08T03:29:34.534Z	0
2022-03-08T03:41:22.092Z	0
2022-03-08T03:49:07.090Z	0
2022-03-08T04:13:14.106Z	0
2022-03-08T04:39:02.719Z	0
2022-03-08T04:53:29.565Z	3
2022-03-08T05:09:32.493Z	27
2022-03-08T05:25:11.878Z	42
2022-03-08T05:33:38.141Z	49
2022-03-08T05:48:03.635Z	51
2022-03-08T06:12:37.163Z	55
2022-03-08T06:34:54.509Z	45
2022-03-08T06:51:48.814Z	34
2022-03-08T07:10:29.615Z	30
2022-03-08T07:26:40.853Z	35
2022-03-08T07:35:29.967Z	38
2022-03-08T07:48:07.237Z	43
2022-03-08T08:13:00.180Z	50
2022-03-08T08:33:43.915Z	58
2022-03-08T08:48:35.224Z	65
2022-03-08T09:09:55.623Z	61
2022-03-08T09:27:18.300Z	71
2022-03-08T09:37:45.271Z	68
2022-03-08T09:48:12.908Z	73
2022-03-08T10:11:00.720Z	71
2022-03-08T10:30:55.688Z	70
2022-03-08T10:48:13.151Z	64
2022-03-08T11:08:38.190Z	61
2022-03-08T11:24:44.122Z	54
2022-03-08T11:33:35.429Z	47
2022-03-08T11:48:11.055Z	31
2022-03-08T12:16:52.750Z	61
2022-03-08T12:55:41.406Z	62
2022-03-08T13:17:26.406Z	25
2022-03-08T13:37:06.548Z	35
2022-03-08T13:48:07.767Z	37
2022-03-08T14:09:50.165Z	46
2022-03-08T14:24:55.832Z	47
2022-03-08T14:34:28.905Z	47
2022-03-08T14:48:17.324Z	53
2022-03-08T15:10:24.781Z	70
2022-03-08T15:30:38.007Z	79
2022-03-08T15:49:05.848Z	101
2022-03-08T16:14:33.004Z	108
2022-03-08T16:47:00.603Z	122
2022-03-08T17:12:21.260Z	125
2022-03-08T17:30:40.972Z	125
2022-03-08T17:48:01.827Z	137
2022-03-08T18:12:10.625Z	115
2022-03-08T18:33:57.602Z	130
2022-03-08T18:50:20.967Z	123
2022-03-08T19:08:23.538Z	111
2022-03-08T19:22:10.426Z	107
2022-03-08T19:33:48.091Z	99
2022-03-08T19:48:24.038Z	87
2022-03-08T20:11:20.486Z	51
2022-03-08T20:29:36.676Z	31
2022-03-08T20:40:14.246Z	24
2022-03-08T20:47:59.701Z	14
2022-03-08T21:08:59.423Z	0
2022-03-08T21:25:22.733Z	0
2022-03-08T21:34:37.789Z	0
2022-03-08T21:48:01.379Z	0
