2024-09-29T01:11:43.225Z	0
2024-09-29T02:35:48.182Z	0
2024-09-29T03:15:19.464Z	0
2024-09-29T03:43:06.397Z	0
2024-09-29T03:52:03.496Z	0
2024-09-29T04:16:40.660Z	11
2024-09-29T04:39:13.852Z	15
2024-09-29T04:49:14.966Z	17
2024-09-29T05:13:09.075Z	30
2024-09-29T05:30:34.453Z	28
2024-09-29T05:49:12.864Z	38
2024-09-29T06:18:20.083Z	42
2024-09-29T06:42:10.882Z	43
2024-09-29T06:51:09.236Z	40
2024-09-29T07:12:12.380Z	57
2024-09-29T07:24:50.538Z	58
2024-09-29T07:35:26.983Z	63
2024-09-29T07:49:18.356Z	80
2024-09-29T08:17:28.297Z	74
2024-09-29T08:40:08.096Z	68
2024-09-29T08:49:12.341Z	81
2024-09-29T09:14:30.778Z	91
2024-09-29T09:29:14.336Z	87
2024-09-29T09:39:11.869Z	84
2024-09-29T09:49:19.471Z	69
2024-09-29T10:13:11.102Z	64
2024-09-29T10:32:02.764Z	62
2024-09-29T10:49:20.503Z	61
2024-09-29T11:11:48.654Z	55
2024-09-29T11:24:08.384Z	44
2024-09-29T11:35:17.085Z	43
2024-09-29T11:49:28.278Z	45
2024-09-29T12:25:28.665Z	60
2024-09-29T12:54:51.679Z	83
2024-09-29T13:17:52.713Z	83
2024-09-29T13:35:44.551Z	80
2024-09-29T13:49:30.140Z	84
