2022-04-06T00:51:15.205Z	0
2022-04-06T02:26:00.035Z	0
2022-04-06T03:09:58.727Z	0
2022-04-06T03:42:04.001Z	0
2022-04-06T03:55:42.436Z	4
2022-04-06T04:14:17.704Z	22
2022-04-06T04:40:31.290Z	28
2022-04-06T04:54:30.829Z	33
2022-04-06T05:09:58.386Z	33
2022-04-06T05:26:45.251Z	27
2022-04-06T05:36:01.920Z	23
2022-04-06T05:48:07.935Z	24
2022-04-06T06:12:32.953Z	35
2022-04-06T06:35:41.340Z	38
2022-04-06T06:52:56.097Z	39
2022-04-06T07:10:42.096Z	42
2022-04-06T07:27:45.082Z	40
2022-04-06T07:37:13.719Z	38
2022-04-06T07:48:05.848Z	44
2022-04-06T08:13:20.619Z	47
2022-04-06T08:34:35.804Z	39
2022-04-06T08:50:03.383Z	31
2022-04-06T09:10:55.688Z	30
2022-04-06T09:29:13.754Z	36
2022-04-06T09:40:55.383Z	35
2022-04-06T09:48:46.904Z	34
2022-04-06T10:12:47.308Z	35
2022-04-06T10:33:51.456Z	35
2022-04-06T10:49:12.211Z	35
2022-04-06T11:09:44.979Z	56
2022-04-06T11:26:00.625Z	46
2022-04-06T11:34:59.759Z	47
2022-04-06T11:48:06.955Z	41
2022-04-06T13:00:40.105Z	51
2022-04-06T13:37:26.370Z	57
2022-04-06T13:50:28.903Z	62
2022-04-06T14:10:05.952Z	83
2022-04-06T14:26:41.251Z	75
2022-04-06T14:36:55.022Z	82
2022-04-06T14:48:05.635Z	85
2022-04-06T15:11:04.294Z	83
2022-04-06T15:32:26.344Z	67
2022-04-06T15:50:31.941Z	72
2022-04-06T16:14:23.244Z	75
2022-04-06T16:46:49.240Z	73
2022-04-06T17:12:38.476Z	83
2022-04-06T17:31:09.375Z	97
2022-04-06T17:48:05.759Z	89
2022-04-06T18:13:15.306Z	78
2022-04-06T18:34:16.770Z	65
2022-04-06T18:51:12.193Z	59
2022-04-06T19:07:25.029Z	45
2022-04-06T19:19:25.830Z	44
2022-04-06T19:33:12.542Z	30
2022-04-06T19:48:23.294Z	12
2022-04-06T20:11:24.843Z	0
2022-04-06T20:29:21.073Z	0
2022-04-06T20:38:39.523Z	0
2022-04-06T20:48:24.884Z	0
2022-04-06T21:10:17.673Z	0
