2022-03-18T00:43:03.274Z	0
2022-03-18T02:08:26.678Z	0
2022-03-18T02:52:21.573Z	0
2022-03-18T03:13:56.820Z	0
2022-03-18T03:33:27.126Z	0
2022-03-18T03:48:41.967Z	0
2022-03-18T04:13:03.457Z	0
2022-03-18T04:38:48.272Z	0
2022-03-18T04:53:30.486Z	3
2022-03-18T05:09:46.806Z	13
2022-03-18T05:25:34.325Z	17
2022-03-18T05:33:58.528Z	17
2022-03-18T05:48:05.432Z	21
2022-03-18T06:12:56.673Z	26
2022-03-18T06:35:20.986Z	17
2022-03-18T06:52:10.319Z	20
2022-03-18T07:10:17.885Z	25
2022-03-18T07:26:21.206Z	31
2022-03-18T07:35:02.772Z	31
2022-03-18T07:47:58.957Z	34
2022-03-18T08:12:33.891Z	30
2022-03-18T08:33:09.283Z	36
2022-03-18T08:48:25.189Z	48
2022-03-18T09:10:38.189Z	49
2022-03-18T09:28:08.108Z	52
2022-03-18T09:38:49.966Z	54
2022-03-18T09:48:11.689Z	57
2022-03-18T10:11:05.956Z	59
2022-03-18T10:31:46.810Z	58
